"","recid","earnings","D","male","hsorged","black","hispanic","married","wkless13","afdc","age2225","age2629","age3035","age3644","age4554","class_tr","ojt_jsa","f2sms","age","bfeduca","bfyrearn","bfwage","bfhrswrk"
"366",300644,46159,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"33",16,13000,745,44
"367",300645,18147,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"37",11,0,0,0
"368",300647,13874,0,1,0.6876773,1,0,1,0,0,0,0,1,0,0,0,1,0,"32",14,7100,350,40
"369",300648,13419,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"29",9,2400,525,40
"370",300649,20442,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,"33",16,2000,350,37
"371",300651,5311,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"63",10,0,0,0
"373",300654,254,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,"26",9,498,345,45
"374",300655,2108,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"25",10,1500,450,40
"375",300657,24799,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"39",12,2400,500,40
"376",300658,18299,1,1,0,1,0,0.3352851,0.4073359,0,0,0,1,0,0,1,0,1,"32",10,8000,550,50
"377",300660,11010,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"29",10,0,550,40
"378",300661,56087,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,"23",14,1500,600,14
"380",300663,23453,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"24",13,1100,400,42
"381",300665,10101,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"30",8,3744,780,44
"382",300666,18009,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"43",11,6500,742,20
"384",300670,8945,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,"28",12,7800,710,40
"386",300674,16689,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"28",10,352,440,40
"387",300675,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,"34",11,0,0,0
"388",300682,6180,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,"44",9,528,335,6
"390",300689,2577,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"27",12,0,350,15
"393",300692,51060,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",9,2725,400,40
"394",300693,28804,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,"22",12,1768,335,40
"395",300696,13812,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,"33",14,0,425,40
"396",300697,25700,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"27",12,0,480,40
"397",300698,14291,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"29",10,9800,600,40
"398",300699,588,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"44",8,400,485,40
"402",300707,29797,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"43",13,2000,520,20
"404",300714,0,1,0,1,0,0,0.2111608,0.5332298,1,0,0,1,0,0,1,0,0,"31",9,0,350,40
"405",300715,39570,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"30",15,7000,450,40
"407",300717,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"48",12,1144,335,40
"409",300719,12615,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,"42",12,6000,450,20
"410",300723,9219,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"41",15,1200,500,10
"412",300732,8513,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,"37",11,98,365,40
"414",300740,4614,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"72",9,6000,335,40
"415",300741,5557,1,0,0.716404,1,0,0,0,1,0,1,0,0,0,1,0,0,"26",12,1800,400,40
"417",300743,41690,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"25",14,6300,500,15
"418",300745,23765,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,"40",11,50,1000,23
"419",300746,33403,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"34",12,12469,693,40
"420",300750,6930,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,"26",12,554,350,40
"421",300751,10953,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"30",10,3000,700,40
"422",300752,26475,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"25",15,3880,400,40
"423",300753,40629,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,"35",12,1223,450,40
"424",300755,0,1,0,0.716404,1,0,0.2111608,0,0,0,0,1,0,0,0,0,0,"32",12,2400,500,16
"425",300757,7872,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"33",11,2800,450,40
"426",300758,26037,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,"45",10,0,350,20
"427",300759,10350,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"51",8,2500,760,40
"429",300762,6150,0,0,0,0,1,0.2111608,1,1,0,0,0,1,0,0,0,0,"42",8,1500,475,40
"431",300764,24333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"38",10,1500,550,40
"432",300766,10652,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"29",10,4000,450,40
"433",300767,21175,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"29",12,128,400,40
"434",300769,11117,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,"27",10,2300,425,30
"435",300771,3345,1,1,0.6876773,0,0,1,0,1,0,1,0,0,0,0,1,0,"29",11,8000,600,50
"436",300772,61813,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"34",11,31000,1250,43
"437",300776,21572,1,0,1,0,0,0.2111608,1,0,1,0,0,0,0,0,0,0,"23",13,1751,575,40
"438",300777,3732,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,"48",11,918,425,36
"439",300778,60,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"41",13,200,335,45
"440",300779,27660,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,"29",12,8004,675,37
"441",300780,45400,1,0,0.716404,0,1,0,0,0,0,0,1,0,0,0,0,0,"35",13,3900,425,16
"442",300784,26314,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,"38",12,638,400,28
"443",300788,3330,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"24",12,3920,400,40
"445",300792,34531,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,"31",12,3500,800,28
"446",300793,15218,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,"27",14,16872,900,40
"449",300796,7838,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"40",9,0,0,0
"450",300798,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,"33",8,2000,400,40
"451",300799,18101,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"33",15,10000,670,40
"453",300802,1839,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"35",12,0,506,25
"454",300803,567,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"43",10,0,335,40
"455",300804,21569,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"51",8,5400,375,40
"457",300806,62019,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,"27",12,15000,619,35
"458",300807,12597,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,"36",12,4500,400,35
"460",300811,1779,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,"36",13,1000,700,84
"462",300814,22411,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"30",17,10125,612,40
"463",300816,24049,1,1,0.6876773,1,0,0.3352851,1,0,0,1,0,0,0,0,0,1,"29",12,0,1200,40
"466",300820,18615,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,"40",12,192,550,40
"467",300822,25669,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"31",12,2330,465,32
"468",300823,29961,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"28",12,11000,435,43
"470",300825,1971,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,"42",12,12000,500,40
"472",300828,47142,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",12,12000,390,32
"474",300830,63075,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"44",12,8850,525,20
"477",300833,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,"34",13,0,0,0
"478",300835,1074,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"34",10,0,0,0
"479",300838,5376,1,0,0.716404,0,0,0,0,0,0,0,0,1,0,0,1,0,"36",14,4985,520,8
"480",300840,10185,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"32",12,0,375,20
"482",300842,17863,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"27",10,4000,355,40
"483",300843,150,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,"37",12,0,0,0
"485",300851,28314,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"28",9,1900,458,40
"486",300855,15850,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,"39",12,600,550,14
"488",300857,7512,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,"45",13,3000,425,40
"489",300858,17976,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,"25",12,0,375,40
"491",300862,23437,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"22",9,2500,275,13
"494",300866,17413,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,"41",14,1800,355,20
"495",300867,5916,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,"23",12,1312,410,40
"496",300868,36010,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,"25",8,0,0,0
"498",300871,56520,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,"30",14,7000,750,25
"499",300872,5850,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,"24",12,500,400,20
"500",300876,39102,1,0,0.716404,1,0,0,1,0,0,0,1,0,0,0,0,0,"31",12,2600,595,40
"501",300877,20358,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,"35",11,997,450,32
"502",300880,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"31",12,0,0,0
"505",300884,63719,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,"23",12,17000,675,40
"507",300888,828,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"26",11,8050,500,35
"509",300892,26906,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"28",11,3472,345,30
"510",300894,24,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,"28",8,0,0,0
"511",300895,5918,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,"35",15,0,1538,50
"512",300898,36669,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"30",13,11000,677,40
"513",300901,4069,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"38",10,2000,365,38
"514",300903,555,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,"25",12,0,700,40
"516",300905,31273,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"31",11,3000,550,40
"517",300906,30439,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,"31",14,1104,460,40
"518",300909,13755,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"34",12,3300,350,38
"522",300916,5865,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"38",14,0,592,40
"524",300918,13825,1,0,1,0,0,1,0.5332298,0,0,0,0,0,1,1,0,1,"54",8,0,555,40
"526",300923,702,0,1,0.6876773,0,1,0,1,0,0,1,0,0,0,0,0,1,"29",8,2080,500,40
"527",300924,7086,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,"24",12,5887,400,35
"528",300929,4281,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,"25",8,1500,345,39
"532",300936,43006,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,1300,425,40
"534",300939,0,1,0,0.716404,0,0,0,0,0,0,0,1,0,0,0,0,0,"35",12,8800,695,40
"536",300941,11948,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"35",12,8419,365,40
"537",300942,4389,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,"29",12,1030,650,38
"538",300943,0,1,0,0.716404,1,0,0,1,1,1,0,0,0,0,1,0,1,"25",11,400,450,38
"539",300944,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,"37",9,0,0,0
"542",300948,21609,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"37",12,900,900,5
"543",300950,2625,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,"25",10,100,210,20
"544",300951,3723,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"48",8,550,550,40
"545",300953,15223,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"26",12,3289,515,40
"548",300956,2343,1,1,0.6876773,0,0,0,0,0,0,0,0,1,0,0,1,0,"36",12,3301,450,40
"549",300958,14466,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,"28",9,11960,575,40
"550",300959,663,1,1,0,0,0,0.3352851,0,0,0,0,0,1,0,0,1,0,"44",9,17000,1076,40
"551",300961,49363,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,"33",10,6602,500,42
"555",300970,62132,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"32",10,4000,600,40
"557",300974,25791,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"27",12,3000,600,45
"558",300975,13484,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"30",10,1750,500,5
"561",300981,29339,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"27",10,450,400,40
"562",300983,225,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"28",12,0,0,0
"566",300996,10942,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,"30",11,0,0,0
"567",300999,10728,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"41",10,4227,415,40
"568",301000,5953,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,"33",9,11000,1017,35
"570",301005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,1540,350,8
"571",301006,24971,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,"30",11,9000,483,32
"573",301008,45465,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"27",11,3000,400,40
"574",301012,36091,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"60",12,15028,720,40
"575",301013,798,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"25",12,8000,400,40
"579",301020,1379,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,"36",12,0,425,40
"581",301022,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,"25",9,0,0,0
"583",301024,13,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"34",11,94,335,26
"584",301025,651,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,"37",11,0,0,0
"585",301028,0,1,0,0,0,0,0,0.5332298,0,0,0,0,0,0,0,0,1,"68",8,0,385,40
"586",301029,20196,1,0,1,1,0,0.2111608,0,1,0,0,1,0,0,1,0,0,"32",15,400,400,36
"587",301031,352,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,"46",11,6220,450,24
"588",301032,11261,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",11,2300,450,25
"592",301043,12747,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"37",10,700,375,27
"594",301045,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,"30",12,0,400,50
"595",301046,9931,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,"28",12,28,350,8
"596",301047,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"48",17,30000,1400,40
"598",301049,636,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,"40",16,35000,1875,40
"599",301050,29302,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"27",12,1400,860,40
"603",301054,1541,0,1,0.6876773,0,1,1,0,0,0,0,1,0,0,0,1,0,"33",9,5400,450,40
"605",301059,19773,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"25",12,150,400,40
"606",301062,0,0,0,0,0,1,0.2111608,1,1,0,0,0,1,0,1,0,0,"40",8,0,0,0
"608",301067,10251,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,"23",10,0,0,0
"609",301068,18,1,0,1,0,0,0.2111608,0,1,0,0,1,0,0,1,0,0,"35",10,2000,201,32
"611",301072,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,"35",12,774,876,40
"612",301073,0,1,1,0.6876773,0,1,0,1,0,0,0,1,0,0,0,0,0,"34",14,0,525,40
"613",301074,9351,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,"22",12,1173,335,25
"614",301078,2691,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"28",12,400,400,4
"615",301081,17537,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"34",10,0,857,40
"616",301084,2074,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"29",9,0,0,0
"617",301085,12305,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,"26",11,16000,400,40
"619",301088,13965,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,"34",12,134,350,5
"620",301089,28635,1,0,0.716404,0,0,0,0,0,0,0,0,0,0,0,1,0,"56",12,3793,541,32
"621",301091,13024,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"25",11,8000,500,32
"622",301092,12714,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,"26",12,5189,335,8
"623",301093,15828,1,1,0.6876773,0,0,0,0,0,0,1,0,0,0,1,0,0,"27",13,3981,400,28
"624",301094,40418,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"23",15,0,0,0
"625",301095,11591,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,"36",10,108,522,38
"627",301102,5337,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"54",12,0,0,0
"628",301105,17263,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,"24",12,0,375,40
"629",301106,61398,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"57",12,25183,1290,40
"630",301107,4943,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"67",8,2400,385,30
"631",301109,46737,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,"24",12,200,692,40
"634",301115,3170,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,"46",8,0,325,40
"635",301117,5337,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"41",16,0,700,40
"636",301120,19094,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,"39",11,5136,335,20
"638",301123,36153,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"39",12,8500,375,70
"639",301126,16363,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,"23",12,98,480,40
"641",301128,0,0,0,1,1,0,0.2111608,1,1,1,0,0,0,0,0,0,0,"24",12,0,0,0
"642",301129,6822,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"28",11,3129,550,40
"643",301131,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,"23",12,1050,365,40
"644",301136,52129,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"40",12,14000,600,40
"645",301138,12412,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,"24",12,3804,370,27
"646",301143,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"28",15,398,450,30
"647",301145,13881,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,"41",12,586,335,15
"648",301149,15109,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,"32",13,7000,450,40
"649",301152,8187,1,0,0.716404,0,0,0,1,0,0,0,0,0,0,0,1,0,"57",12,700,500,40
"650",301154,23555,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,"28",12,0,375,16
"653",301162,10242,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,"28",9,0,335,35
"654",301163,10423,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"30",9,5000,500,40
"655",301164,27295,1,1,1,0,0,0,0.4073359,0,0,1,0,0,0,0,1,0,"29",14,0,1000,60
"657",301168,5835,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"30",12,200,425,40
"658",301169,25173,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"24",12,8700,563,40
"659",301170,25648,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,"28",10,2100,352,25
"660",301171,10416,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"30",13,6000,725,70
"661",301173,462,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"27",9,2340,500,35
"662",301176,96,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,"23",10,500,375,35
"663",301177,3297,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"35",12,12088,595,40
"664",301182,14120,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,"39",10,5200,335,33
"665",301183,7612,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,"22",12,1620,450,40
"666",301184,6621,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,"40",12,30000,1750,40
"667",301185,11712,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"26",12,9000,400,40
"668",301186,25703,0,0,0,0,0,0.2111608,0,0,0,0,1,0,0,0,1,0,"30",10,5000,192,60
"670",301189,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"23",11,0,0,0
"671",301192,33687,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,"53",10,12480,600,40
"672",301196,45264,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"35",10,7080,415,40
"673",301199,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"56",11,3228,475,40
"674",301200,1128,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"45",11,2664,370,20
"675",301201,59739,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"30",11,3000,500,60
"676",301202,34585,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"31",13,2000,400,40
"677",301203,7634,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,"24",10,0,0,0
"680",301214,15720,0,0,0.716404,1,0,0,1,1,0,0,1,0,0,1,0,0,"35",12,2560,575,40
"681",301215,62799,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"55",12,19609,1275,40
"682",301218,38833,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,"23",11,11000,560,40
"687",301230,2172,0,0,1,0,1,0,0.5332298,0,0,0,1,0,0,1,0,1,"31",12,12000,550,40
"688",301232,19707,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"32",13,400,425,4
"689",301234,883,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,"26",10,2000,335,45
"691",301236,25305,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,"23",12,5907,560,40
"693",301238,44727,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"24",12,4800,500,40
"694",301239,3303,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"33",9,8284,540,40
"695",301240,20079,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,"28",12,5060,575,40
"696",301241,2053,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"22",9,2308,600,25
"697",301243,1644,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"30",14,4000,350,26
"698",301247,51410,1,1,1,1,0,0.3352851,0,0,0,0,1,0,0,1,0,0,"31",11,6000,450,43
"700",301250,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"41",12,2200,1100,40
"702",301252,606,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,"24",12,2000,400,40
"703",301253,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"32",12,3220,575,40
"704",301255,13506,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,"27",12,3560,400,40
"705",301256,20396,1,1,1,1,0,0,0.4073359,0,0,1,0,0,0,1,0,0,"26",12,500,350,22
"706",301264,37388,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"33",12,10600,425,40
"707",301266,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,"43",8,12,500,40
"708",301268,18393,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"39",14,6000,450,48
"709",301270,19358,1,1,1,0,0,0.3352851,1,0,0,0,1,0,0,0,1,0,"32",15,1800,890,40
"713",301275,40756,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,"37",8,0,0,0
"715",301278,41892,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,"37",10,1735,392,30
"716",301279,19099,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,"31",12,400,350,35
"717",301283,29417,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"53",14,12000,650,40
"718",301284,44804,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,"25",12,0,400,30
"719",301285,27842,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"25",12,4686,355,35
"720",301289,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,"34",12,0,0,0
"721",301290,7767,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"57",12,300,500,40
"724",301295,11477,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"28",11,4473,355,35
"725",301297,26223,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"39",12,9000,420,40
"726",301298,15651,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,"32",14,0,335,7
"730",301306,12633,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,"22",12,1200,480,39
"731",301307,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"27",10,0,0,0
"732",301309,26463,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,"31",13,7014,400,18
"733",301310,7065,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,"34",11,0,0,0
"735",301312,2109,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"31",13,550,335,3
"737",301317,15794,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"37",8,9000,450,40
"738",301319,4728,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,"31",8,2600,355,40
"740",301323,1702,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"41",8,0,0,0
"743",301332,9546,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"28",12,5884,535,40
"745",301335,30168,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"27",14,8000,470,40
"746",301336,31242,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"40",14,25000,850,65
